#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Staphylococcus aureus subsp. aureus,Gv69,19988,SAMN03144721 ,PRJNA264181,Terrabacteria group,Firmicutes,GCA_000769575.1 ,3.04621,32.9,chromosome:NZ_CP009681.1/CP009681.1,-,1,3264,3016,2014/10/28,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/575/GCF_000769575.1_ASM76957v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/575/GCA_000769575.1_ASM76957v1
Staphylococcus aureus subsp. aureus,FORC_001,19988,SAMN03140315 ,PRJNA259937,Terrabacteria group,Firmicutes,GCA_000772025.1 ,2.88602,32.8,chromosome:NZ_CP009554.1/CP009554.1,-,1,3001,2795,2014/11/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/025/GCF_000772025.1_ASM77202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/025/GCA_000772025.1_ASM77202v1
Staphylococcus aureus,29b_MRSA,19988,SAMN03251897 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815045.1 ,2.87277,32.8,chromosome:NZ_CP010295.1/CP010295.1,-,1,3016,2873,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/045/GCF_000815045.1_ASM81504v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/045/GCA_000815045.1_ASM81504v1
Staphylococcus aureus,31b_MRSA,19988,SAMN03251898 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815085.1 ,2.87278,32.8,chromosome:NZ_CP010296.1/CP010296.1,-,1,3016,2873,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/085/GCF_000815085.1_ASM81508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/085/GCA_000815085.1_ASM81508v1
Staphylococcus aureus,33b,19988,SAMN03251894 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815125.1 ,2.87276,32.8,chromosome:NZ_CP010297.1/CP010297.1,-,1,3016,2873,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/125/GCF_000815125.1_ASM81512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/125/GCA_000815125.1_ASM81512v1
Staphylococcus aureus,26b_MRSA,19988,SAMN03251899 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815165.1 ,2.87278,32.8,chromosome:NZ_CP010298.1/CP010298.1,-,1,3016,2872,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/165/GCF_000815165.1_ASM81516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/165/GCA_000815165.1_ASM81516v1
Staphylococcus aureus,25b_MRSA,19988,SAMN03251895 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815205.1 ,2.87278,32.8,chromosome:NZ_CP010299.1/CP010299.1,-,1,3016,2874,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/205/GCF_000815205.1_ASM81520v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/205/GCA_000815205.1_ASM81520v1
Staphylococcus aureus,27b_MRSA,19988,SAMN03251896 ,PRJNA268517,Terrabacteria group,Firmicutes,GCA_000815245.1 ,2.87277,32.8,chromosome:NZ_CP010300.1/CP010300.1,-,1,3016,2873,2015/1/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/245/GCF_000815245.1_ASM81524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/245/GCA_000815245.1_ASM81524v1
Staphylococcus aureus subsp. aureus ST772-MRSA-V,DAR4145,19988,SAMN03268345 ,PRJNA270689,Terrabacteria group,Firmicutes,GCA_000828035.1 ,2.86051,32.8,chromosome:NZ_CP010526.1/CP010526.1,-,1,2971,2806,2015/1/20,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/035/GCF_000828035.1_ASM82803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/035/GCA_000828035.1_ASM82803v1
Staphylococcus aureus,ILRI_Eymole1/1,19988,SAMEA2743223 ,PRJEB6577,Terrabacteria group,Firmicutes,GCA_000953255.1 ,2.8743,32.9,chromosome I:NZ_LN626917.1/LN626917.1,-,1,3011,2799,2014/10/30,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/255/GCF_000953255.1_Staphylococcus_aureus_Sa_ILRI_217,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/255/GCA_000953255.1_Staphylococcus_aureus_Sa_ILRI_217
Staphylococcus aureus subsp. aureus ST228,ST228,19988,SAMEA3283121 ,PRJEA71343,Terrabacteria group,Firmicutes,GCA_000967325.1 ,2.79036,32.8912,chromosome:NC_020529.1/HE579059.1; plasmid pI1T1:NC_020530.1/HE579060.1,-,2,2881,2714,2012/10/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/325/GCF_000967325.1_ASM96732v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/325/GCA_000967325.1_ASM96732v1
Staphylococcus aureus subsp. aureus ST228,ST228,19988,SAMEA3283122 ,PRJEA71345,Terrabacteria group,Firmicutes,GCA_000967345.1 ,2.79037,32.8912,chromosome:NC_020564.1/HE579061.1; plasmid pI2T2:NC_020531.1/HE579062.1,-,2,2881,2710,2012/10/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/345/GCF_000967345.1_ASM96734v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/345/GCA_000967345.1_ASM96734v1
Staphylococcus aureus subsp. aureus ST228,ST228,19988,SAMEA3283122 ,PRJEA71347,Terrabacteria group,Firmicutes,GCA_000967365.1 ,2.79207,32.8931,chromosome:NC_020532.1/HE579063.1; plasmid pI3T3:NC_020565.1/HE579064.1,-,2,2883,2707,2012/10/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/365/GCF_000967365.1_ASM96736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/365/GCA_000967365.1_ASM96736v1
Staphylococcus aureus subsp. aureus ST228,ST228,19988,SAMEA3283124 ,PRJEA71353,Terrabacteria group,Firmicutes,GCA_000967385.1 ,2.79217,32.893,chromosome:NC_020536.1/HE579069.1; plasmid pI6T6:NC_020567.1/HE579070.1,-,2,2882,2709,2012/10/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/385/GCF_000967385.1_ASM96738v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/385/GCA_000967385.1_ASM96738v1
Staphylococcus aureus subsp. aureus ST228,ST228,19988,SAMEA3283125 ,PRJEA71355,Terrabacteria group,Firmicutes,GCA_000967405.1 ,2.78302,32.8693,chromosome:NC_020537.1/HE579071.1; plasmid pI7S6:NC_020538.1/HE579072.1,-,2,2872,2698,2012/10/5,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/405/GCF_000967405.1_ASM96740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/405/GCA_000967405.1_ASM96740v1
Staphylococcus aureus,FCFHV36,19988,SAMN03444404 ,PRJNA279236,Terrabacteria group,Firmicutes,GCA_000969225.1 ,2.84981,32.9,chromosome:NZ_CP011147.1/CP011147.1,-,1,2974,2820,2015/4/6,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/225/GCF_000969225.1_ASM96922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/225/GCA_000969225.1_ASM96922v1
Staphylococcus aureus,FDAARGOS_2,19988,SAMN03255442 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018645.2 ,2.80999,32.7856,chromosome:NZ_CP026964.1/CP026964.1; plasmid unnamed1:NZ_CP026965.1/CP026965.1; plasmid unnamed2:NZ_CP026966.1/CP026966.1; plasmid unnamed3:NZ_CP026967.1/CP026967.1,-,4,2914,2753,2018/2/14,2018/3/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/645/GCF_001018645.2_ASM101864v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/645/GCA_001018645.2_ASM101864v2
Staphylococcus aureus,FDAARGOS_6,19988,SAMN03255445 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018655.2 ,2.75929,32.7419,chromosome:NZ_CP026962.1/CP026962.1; plasmid unnamed1:NZ_CP026963.1/CP026963.1,-,2,2852,2697,2018/2/14,2018/3/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/655/GCF_001018655.2_ASM101865v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/655/GCA_001018655.2_ASM101865v2
Staphylococcus aureus,TCH 959,19988,SAMN03255444 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018685.2 ,2.81177,32.8,chromosome:NZ_CP026076.1/CP026076.1,-,1,2948,2797,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/685/GCF_001018685.2_ASM101868v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/685/GCA_001018685.2_ASM101868v2
Staphylococcus aureus,FDAARGOS_10,19988,SAMN03255449 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018725.2 ,2.87387,32.9,chromosome:NZ_CP026961.1/CP026961.1,-,1,3055,2912,2018/2/14,2018/3/2,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/725/GCF_001018725.2_ASM101872v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/725/GCA_001018725.2_ASM101872v2
Staphylococcus aureus,NRS137,19988,SAMN03255451 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018735.2 ,2.72574,32.8072,chromosome:NZ_CP026080.1/CP026080.1; plasmid unnamed:NZ_CP026081.1/CP026081.1,-,2,2816,2667,2018/1/18,2018/2/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/735/GCF_001018735.2_ASM101873v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/735/GCA_001018735.2_ASM101873v2
Staphylococcus aureus,NRS149,19988,SAMN03255453 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018775.2 ,2.76471,32.9,chromosome:NZ_CP026063.1/CP026063.1,-,1,2868,2716,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/775/GCF_001018775.2_ASM101877v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/775/GCA_001018775.2_ASM101877v2
Staphylococcus aureus,FDAARGOS_15,19988,SAMN03255454 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018805.2 ,2.7999,32.9,chromosome:NZ_CP026960.1/CP026960.1,-,1,2936,2788,2018/2/14,2018/3/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/805/GCF_001018805.1_ASM101880v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/805/GCA_001018805.2_ASM101880v2
Staphylococcus aureus,NRS271,19988,SAMN03255458 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018835.2 ,2.87905,32.7718,chromosome:NZ_CP026064.1/CP026064.1; plasmid unnamed:NZ_CP026065.1/CP026065.1,-,2,2976,2791,2018/1/18,2018/2/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/835/GCF_001018835.2_ASM101883v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/835/GCA_001018835.2_ASM101883v2
Staphylococcus aureus,NRS153,19988,SAMN03255460 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018845.2 ,2.88124,32.9,chromosome:NZ_CP026067.1/CP026067.1,-,1,2991,2788,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/845/GCF_001018845.2_ASM101884v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/845/GCA_001018845.2_ASM101884v2
Staphylococcus aureus,NRS133,19988,SAMN03255466 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018915.2 ,2.74036,32.8,chromosome:NZ_CP026070.1/CP026070.1,-,1,2854,2711,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/915/GCF_001018915.2_ASM101891v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/915/GCA_001018915.2_ASM101891v2
Staphylococcus aureus,NRS143,19988,SAMN03255469 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001018975.2 ,2.86165,32.8,chromosome:NZ_CP026071.1/CP026071.1,-,1,2955,2764,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/975/GCF_001018975.2_ASM101897v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/975/GCA_001018975.2_ASM101897v2
Staphylococcus aureus,FDAARGOS_43,19988,SAMN03255482 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019125.2 ,2.82063,32.8,chromosome:NZ_CP026957.1/CP026957.1,-,1,2923,2768,2018/2/14,2018/3/7,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/125/GCF_001019125.2_ASM101912v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/125/GCA_001019125.2_ASM101912v2
Staphylococcus aureus,FDAARGOS_48,19988,SAMN03255487 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019205.2 ,2.84735,32.878,chromosome:NZ_CP026953.1/CP026953.1; plasmid unnamed1:NZ_CP026954.1/CP026954.1; plasmid unnamed2:NZ_CP026955.1/CP026955.1; plasmid unnamed3:NZ_CP026956.1/CP026956.1,-,4,2986,2822,2018/2/14,2018/3/2,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/205/GCF_001019205.2_ASM101920v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/205/GCA_001019205.2_ASM101920v2
Staphylococcus aureus,FDAARGOS_1,19988,SAMN03255441 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019255.2 ,2.85547,32.8782,chromosome:NZ_CP026968.1/CP026968.1; plasmid unnamed1:NZ_CP026969.1/CP026969.1; plasmid unnamed2:NZ_CP026970.1/CP026970.1; plasmid unnamed3:NZ_CP026971.1/CP026971.1; plasmid unnamed4:NZ_CP026972.1/CP026972.1,-,5,2991,2822,2018/2/14,2018/3/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/255/GCF_001019255.2_ASM101925v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/255/GCA_001019255.2_ASM101925v2
Staphylococcus aureus,NRS107,19988,SAMN03255446 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019275.2 ,2.72908,32.7485,chromosome:NZ_CP026077.1/CP026077.1; plasmid unnamed:NZ_CP026078.1/CP026078.1,-,2,2814,2666,2018/1/18,2018/2/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/275/GCF_001019275.2_ASM101927v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/275/GCA_001019275.2_ASM101927v2
Staphylococcus aureus,NRS70,19988,SAMN03255448 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019305.2 ,2.8147,32.8,chromosome:NZ_CP026079.1/CP026079.1,-,1,2906,2738,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/305/GCF_001019305.2_ASM101930v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/305/GCA_001019305.2_ASM101930v2
Staphylococcus aureus,NRS484,19988,SAMN03255459 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019395.2 ,2.81831,32.9,chromosome:NZ_CP026066.1/CP026066.1,-,1,2875,2694,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/395/GCF_001019395.2_ASM101939v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/395/GCA_001019395.2_ASM101939v2
Staphylococcus aureus,NRS146,19988,SAMN03255463 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019415.2 ,2.69747,32.8,chromosome:NZ_CP026068.1/CP026068.1,-,1,2780,2640,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/415/GCF_001019415.2_ASM101941v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/415/GCA_001019415.2_ASM101941v2
Staphylococcus aureus,NRS1,19988,SAMN03255464 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019435.2 ,2.8785,32.9,chromosome:NZ_CP026069.1/CP026069.1,-,1,3009,2839,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/435/GCF_001019435.2_ASM101943v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/435/GCA_001019435.2_ASM101943v2
Staphylococcus aureus,NRS120,19988,SAMN03255474 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019485.2 ,2.95589,32.8,chromosome:NZ_CP026072.1/CP026072.1,-,1,3149,2974,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/485/GCF_001019485.2_ASM101948v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/485/GCA_001019485.2_ASM101948v2
Staphylococcus aureus,FDAARGOS_40,19988,SAMN03255479 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019495.2 ,2.88933,32.8839,chromosome:NZ_CP026958.1/CP026958.1; plasmid unnamed1:NZ_CP026959.1/CP026959.1,-,2,3025,2850,2018/2/14,2018/3/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/495/GCF_001019495.2_ASM101949v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/495/GCA_001019495.2_ASM101949v2
Staphylococcus aureus,Mw2,19988,SAMN03255481 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019535.2 ,2.81933,32.8,chromosome:NZ_CP026073.1/CP026073.1,-,1,2922,2769,2018/1/18,2018/1/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/535/GCF_001019535.2_ASM101953v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/535/GCA_001019535.2_ASM101953v2
Staphylococcus aureus,HPV107,19988,SAMN03255486 ,PRJNA231221,Terrabacteria group,Firmicutes,GCA_001019575.2 ,2.90141,32.9073,chromosome:NZ_CP026074.1/CP026074.1; plasmid unnamed:NZ_CP026075.1/CP026075.1,-,2,3058,2878,2018/1/18,2018/2/1,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/575/GCF_001019575.2_ASM101957v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/575/GCA_001019575.2_ASM101957v2
Staphylococcus aureus,M121,19988,SAMN02746692 ,PRJNA246311,Terrabacteria group,Firmicutes,GCA_001021875.1 ,2.91655,32.8664,chromosome:NZ_CP007670.1/CP007670.1; plasmid pM121:NZ_CP007671.1/CP007671.1,-,2,3092,2927,2015/6/8,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/875/GCF_001021875.1_ASM102187v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/875/GCA_001021875.1_ASM102187v1
Staphylococcus aureus,CA15,19988,SAMN02767179 ,PRJNA246386,Terrabacteria group,Firmicutes,GCA_001021895.1 ,2.86428,32.7616,chromosome:NZ_CP007674.1/CP007674.1; plasmid pCA15:NZ_CP007675.1/CP007675.1,-,2,3010,2847,2015/6/8,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/895/GCF_001021895.1_ASM102189v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/895/GCA_001021895.1_ASM102189v1
Staphylococcus aureus,RKI4,19988,SAMN03699895 ,PRJNA284222,Terrabacteria group,Firmicutes,GCA_001027045.1 ,2.74356,32.7693,chromosome:NZ_CP011528.1/CP011528.1; plasmid unnamed:NZ_CP011529.1/CP011529.1,-,2,2864,2664,2015/6/3,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/045/GCF_001027045.1_ASM102704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/045/GCA_001027045.1_ASM102704v1
Staphylococcus aureus subsp. aureus DSM 20231,DSM 20231,19988,SAMN03651231 ,PRJNA283471,Terrabacteria group,Firmicutes,GCA_001027105.1 ,2.78256,32.8783,chromosome:NZ_CP011526.1/CP011526.1; plasmid unnamed:NZ_CP011527.1/CP011527.1,-,2,2896,2755,2015/6/3,2017/3/4,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/105/GCF_001027105.1_ASM102710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/105/GCA_001027105.1_ASM102710v1
Staphylococcus aureus,CA12,19988,SAMN02767090 ,PRJNA246373,Terrabacteria group,Firmicutes,GCA_001045795.2 ,2.86537,32.7624,chromosome:NZ_CP007672.1/CP007672.1; plasmid pCA12:NZ_CP007673.1/CP007673.1,-,2,3011,2849,2015/10/23,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/795/GCF_001045795.2_ASM104579v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/795/GCA_001045795.2_ASM104579v2
Staphylococcus aureus,HUV05,19988,SAMN02767311 ,PRJNA246401,Terrabacteria group,Firmicutes,GCA_001045995.2 ,2.91559,32.7153,chromosome:NZ_CP007676.1/CP007676.1; plasmid pHUV05-01:NZ_CP007677.1/CP007677.1; plasmid pHUV05-02:NZ_CP007678.1/CP007678.1; plasmid pHUV05-03:NZ_CP007679.1/CP007679.1,-,4,3069,2894,2015/10/23,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/995/GCF_001045995.2_ASM104599v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/995/GCA_001045995.2_ASM104599v2
Staphylococcus aureus,V2200,19988,SAMN02743812 ,PRJNA246185,Terrabacteria group,Firmicutes,GCA_001046095.2 ,2.87437,32.8592,chromosome:NZ_CP007657.1/CP007657.1; plasmid pV2200:NZ_CP007658.1/CP007658.1,-,2,3021,2849,2015/10/23,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/095/GCF_001046095.2_ASM104609v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/095/GCA_001046095.2_ASM104609v2
Staphylococcus aureus subsp. aureus,USA300_2014.C01,19988,SAMN03787328 ,PRJNA287576,Terrabacteria group,Firmicutes,GCA_001183705.3 ,2.9483,32.7749,chromosome:NZ_CP012119.2/CP012119.2; plasmid pC01_A:NZ_CP025490.1/CP025490.1; plasmid pC01b:NZ_CP012118.2/CP012118.2,-,3,3124,2960,2015/7/21,2018/3/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/705/GCF_001183705.3_ASM118370v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/705/GCA_001183705.3_ASM118370v3
Staphylococcus aureus subsp. aureus,USA300_2014.C02,19988,SAMN03787340 ,PRJNA287791,Terrabacteria group,Firmicutes,GCA_001183725.2 ,2.92915,32.7267,chromosome:NZ_CP012120.2/CP012120.2; plasmid pC02:NZ_CP012121.2/CP012121.2; plasmid pC02_A:NZ_CP025489.1/CP025489.1,-,3,3071,2910,2015/7/21,2018/3/7,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/725/GCF_001183725.2_ASM118372v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/725/GCA_001183725.2_ASM118372v2
Staphylococcus aureus,HOU1444-VR,19988,SAMN03092273 ,PRJNA294307,Terrabacteria group,Firmicutes,GCA_001278745.1 ,2.89373,32.846,chromosome:NZ_CP012593.1/CP012593.1; plasmid pVR-MSSA_01:NZ_CP012594.1/CP012594.1; plasmid pVR-MSSA_02:NZ_CP012595.1/CP012595.1; plasmid pVR-MSSA_03:NZ_CP012596.1/CP012596.1,-,4,3039,2854,2015/9/4,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/745/GCF_001278745.1_ASM127874v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/745/GCA_001278745.1_ASM127874v1
Staphylococcus aureus,SA564,19988,SAMN03267711 ,PRJNA270620,Terrabacteria group,Firmicutes,GCA_001281145.1 ,2.81081,32.8447,chromosome:NZ_CP010890.1/CP010890.1; plasmid pSA564:NZ_CP010891.1/CP010891.1,-,2,2918,2761,2015/9/11,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/145/GCF_001281145.1_ASM128114v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/145/GCA_001281145.1_ASM128114v1
Staphylococcus aureus subsp. aureus,GR2,19988,SAMN03267304 ,PRJNA270571,Terrabacteria group,Firmicutes,GCA_001296985.1 ,2.82417,32.8644,chromosome:NZ_CP010402.1/CP010402.1; plasmid pGR2A:NZ_CP010403.1/CP010403.1; plasmid pGR2B:NZ_CP010404.1/CP010404.1,-,3,2924,2760,2015/9/22,2017/3/5,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/985/GCF_001296985.1_ASM129698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/985/GCA_001296985.1_ASM129698v1
